,front_house_area,house_area,street,quality,year_built,year_remodel_add,garage_year_build,basement_quality,basement_area,central_air_conditioning,heating,grade_living_area,wood_deck_area
2337,91.0,11830,Pave,8,2007,2007,2007.0,Gd,1542.0,Y,GasA,1542,168
2338,76.0,10612,Pave,8,2006,2006,2006.0,Gd,1524.0,Y,GasA,1534,168
2339,98.0,12291,Pave,10,2007,2007,2007.0,Ex,1966.0,Y,GasA,1966,76
2340,85.0,9965,Pave,7,2007,2007,2007.0,Gd,1528.0,Y,GasA,1528,0
2341,74.0,8847,Pave,8,2005,2005,2005.0,Gd,1538.0,Y,GasA,1538,146
2342,70.0,8251,Pave,7,2005,2006,2005.0,Gd,1494.0,Y,GasA,1506,192
2343,70.0,9605,Pave,7,2006,2006,2006.0,Gd,982.0,Y,GasA,1977,240
2344,75.0,8778,Pave,8,2006,2006,2006.0,Gd,1302.0,Y,GasA,1830,0
2345,72.0,8640,Pave,8,2007,2007,2007.0,Gd,1338.0,Y,GasA,1338,0
2346,75.0,9000,Pave,7,2006,2007,2007.0,Gd,1335.0,Y,GasA,1335,0
2347,72.0,8640,Pave,8,2007,2007,2007.0,Gd,896.0,Y,GasA,1792,184
2348,81.0,10411,Pave,5,2007,2007,2007.0,Gd,725.0,Y,GasA,1588,0
2349,112.0,12217,Pave,8,2007,2007,2007.0,Ex,955.0,Y,GasA,1880,168
2350,84.0,10440,Pave,8,2007,2007,2007.0,Gd,1574.0,Y,GasA,1584,0
2351,100.0,11824,Pave,8,2006,2006,2006.0,Gd,1685.0,Y,GasA,1685,112
2352,85.0,10625,Pave,6,2004,2004,2004.0,Gd,1158.0,Y,GasA,2443,193
2353,63.0,7500,Pave,6,2006,2007,1978.1134057971014,Gd,1100.0,Y,GasA,1100,0
2354,63.0,7500,Pave,7,2006,2006,1978.1134057971014,Gd,1143.0,Y,GasA,1143,0
2355,60.0,12450,Pave,5,2003,2004,2004.0,Gd,1094.0,Y,GasA,1094,0
2356,65.0,7441,Pave,7,2006,2006,2006.0,Gd,1461.0,Y,GasA,1486,0
2357,69.30579531442663,11613,Pave,6,1993,1997,1993.0,Gd,864.0,Y,GasA,1820,144
2358,50.0,8012,Pave,6,1980,1980,1980.0,TA,630.0,Y,GasA,1266,340
2359,64.0,6285,Pave,5,1977,1977,1979.0,Gd,894.0,Y,GasA,894,192
2360,84.0,7476,Pave,5,1968,1968,1991.0,TA,1040.0,Y,GasA,1040,188
2361,69.30579531442663,19522,Pave,7,1990,1990,1990.0,Gd,1223.0,Y,GasA,2503,0
2362,44.0,10751,Pave,5,1974,1974,1974.0,Fa,1037.0,Y,GasA,1037,136
2363,43.0,12712,Pave,6,1973,2006,1973.0,Gd,1044.0,Y,GasA,1055,455
2364,45.0,4379,Pave,8,2004,2004,2004.0,Gd,1378.0,Y,GasA,1378,160
2365,80.0,3523,Pave,8,2006,2007,2006.0,Gd,1141.0,Y,GasA,1151,0
2366,32.0,3784,Pave,8,2006,2007,2006.0,Gd,1511.0,Y,GasA,1565,0
2367,40.0,3606,Pave,7,2006,2007,2006.0,Ex,1352.0,Y,GasA,1352,0
2368,30.0,5330,Pave,8,2006,2007,2007.0,Gd,1550.0,Y,GasA,1550,0
2369,24.0,2280,Pave,6,1999,1999,1999.0,Gd,744.0,Y,GasA,1501,0
2370,24.0,2117,Pave,6,2000,2000,2000.0,Gd,756.0,Y,GasA,1573,0
2371,73.0,7321,Pave,7,1999,2000,1999.0,Gd,1339.0,Y,GasA,1358,176
2372,69.30579531442663,8010,Pave,8,2003,2004,2003.0,Ex,1054.0,Y,GasA,2048,0
2373,106.0,8413,Pave,8,1998,1998,1998.0,Ex,1220.0,Y,GasA,2362,147
2374,50.0,9466,Pave,8,1994,1995,1994.0,Gd,1494.0,Y,GasA,1494,0
2375,80.0,12000,Pave,7,1980,1980,1980.0,Gd,2002.0,Y,GasA,2362,180
2377,78.0,11700,Pave,6,1968,1968,1968.0,TA,912.0,Y,GasA,1152,0
2378,80.0,8000,Pave,6,1970,1970,1970.0,TA,1008.0,Y,GasA,2411,0
2379,69.30579531442663,8723,Pave,6,1969,1969,1969.0,Gd,973.0,Y,GasA,1082,160
2380,130.0,11700,Pave,6,1968,1968,1968.0,Gd,1295.0,Y,GasA,1295,0
2381,108.0,11358,Pave,7,1972,1987,1972.0,TA,1124.0,Y,GasA,1610,202
2382,80.0,9547,Pave,7,1993,1993,1993.0,Gd,1594.0,Y,GasA,1594,190
2383,78.0,10530,Pave,7,1993,1993,1993.0,Gd,1148.0,Y,GasA,2075,235
2384,88.0,10738,Pave,6,1966,1966,1966.0,TA,1093.0,Y,GasA,1093,224
2385,80.0,10800,Pave,6,1963,1963,1963.0,TA,1052.0,Y,GasA,1052,0
2386,70.0,8050,Pave,5,1967,1993,1967.0,TA,949.0,Y,GasA,1107,88
2388,74.0,7450,Pave,5,1956,1956,1966.0,TA,894.0,Y,GasA,1074,0
2389,69.30579531442663,14357,Pave,5,1961,1961,1961.0,TA,864.0,Y,GasA,1187,128
2390,76.0,8243,Pave,5,1961,1961,1985.0,TA,964.0,Y,GasA,964,170
2391,70.0,8680,Pave,5,1960,1960,1965.0,TA,894.0,Y,GasA,894,0
2392,80.0,8800,Pave,7,1966,1966,1966.0,TA,1174.0,Y,GasA,1200,0
2393,80.0,9200,Pave,6,1965,1965,1965.0,TA,1042.0,Y,GasA,1042,192
2394,80.0,8800,Pave,6,1964,1997,1964.0,TA,845.0,Y,GasA,2154,0
2395,69.30579531442663,11382,Pave,6,1964,1964,1964.0,TA,1130.0,Y,GasA,1374,0
2396,69.30579531442663,22002,Pave,6,1959,1991,1959.0,TA,1592.0,Y,GasA,1652,0
2397,85.0,12172,Pave,5,1940,1996,1975.0,TA,822.0,Y,GasA,908,284
2398,50.0,5000,Pave,3,1946,1950,1978.1134057971014,Fa,666.0,N,GasA,666,0
2399,51.0,3500,Pave,3,1945,1950,1978.1134057971014,TA,370.0,N,GasA,670,0
2400,50.0,5175,Pave,5,1958,2000,1963.0,TA,808.0,Y,GasA,808,143
2401,80.0,9600,Pave,5,1955,1955,1955.0,TA,1078.0,Y,GasA,1150,0
2402,63.0,8668,Pave,5,1968,1968,1968.0,TA,1560.0,Y,GasA,1560,0
2403,69.30579531442663,10050,Pave,5,1966,1966,1966.0,TA,793.0,Y,GasA,1280,140
2404,100.0,9600,Pave,6,1961,1961,1961.0,TA,1218.0,Y,GasA,1254,0
2405,73.0,8760,Pave,6,1957,1999,1957.0,TA,936.0,Y,GasA,936,0
2406,65.0,6860,Pave,5,1956,1956,1964.0,TA,1008.0,Y,GasA,1008,0
2407,60.0,8250,Pave,5,1963,1963,1994.0,TA,1053.0,Y,GasA,1053,240
2408,70.0,9100,Pave,5,1960,1960,1960.0,TA,1144.0,Y,GasA,1144,0
2409,80.0,9736,Pave,6,1957,1969,1957.0,TA,1331.0,Y,GasA,1721,0
2410,72.0,9770,Pave,5,1957,1957,1957.0,TA,922.0,Y,GasA,922,0
2411,70.0,12198,Pave,5,1955,1975,1955.0,TA,1204.0,Y,GasA,1411,278
2412,75.0,10050,Pave,5,1955,1955,1955.0,TA,1216.0,Y,GasA,1216,0
2413,60.0,11556,Pave,5,1953,2006,1962.0,TA,864.0,Y,GasA,1154,63
2414,70.0,8078,Pave,5,1958,1958,1958.0,TA,1560.0,Y,GasA,1560,0
2415,60.0,10950,Pave,6,1952,1952,1952.0,TA,948.0,Y,GasA,948,0
2416,68.0,7942,Pave,6,1953,1953,1953.0,TA,1040.0,Y,GasA,1040,0
2417,71.0,8540,Pave,5,1956,2003,1956.0,TA,925.0,Y,GasA,925,152
2418,55.0,7150,Pave,4,1955,1955,2002.0,TA,1190.0,Y,GasA,1540,0
2419,70.0,8400,Pave,5,1955,1955,1955.0,TA,923.0,Y,GasA,925,81
2420,75.0,9532,Pave,4,1953,1953,1953.0,TA,1105.0,Y,GasA,1647,225
2421,69.30579531442663,15783,Pave,5,1952,1952,1952.0,TA,924.0,Y,GasA,924,0
2423,69.30579531442663,12099,Pave,5,1953,2004,1953.0,TA,1216.0,Y,GasA,1728,200
2425,60.0,10284,Pave,4,1925,1993,1978.0,TA,1151.0,Y,GasA,1281,0
2427,93.0,10090,Pave,7,1963,1999,1963.0,TA,725.0,Y,GasA,1651,460
2428,75.0,8700,Pave,5,1961,1961,1961.0,TA,920.0,Y,GasA,888,0
2429,66.0,8300,Pave,6,1968,1968,1968.0,TA,952.0,Y,GasA,952,0
2430,60.0,7200,Pave,5,1950,1950,1950.0,TA,864.0,Y,GasA,1238,0
2431,69.30579531442663,7500,Pave,5,1959,2003,1959.0,TA,1040.0,Y,GasA,1040,0
2432,70.0,7315,Pave,5,1958,1958,1958.0,TA,1170.0,Y,GasA,1170,0
2433,70.0,7903,Pave,5,1960,1960,1960.0,TA,1242.0,Y,GasA,1242,0
2434,80.0,8000,Pave,5,1960,1960,1965.0,TA,1377.0,Y,GasA,1377,0
2436,60.0,6600,Pave,5,1962,1962,1962.0,TA,864.0,Y,GasA,864,58
2437,66.0,6760,Pave,5,1962,1962,1962.0,TA,896.0,Y,GasA,936,24
2438,60.0,6978,Pave,5,1926,1980,1981.0,TA,850.0,Y,GasA,960,0
2439,50.0,6000,Pave,6,1927,1950,1980.0,TA,845.0,Y,GasA,1296,0
2440,56.0,4480,Pave,5,1922,1950,1922.0,Fa,1022.0,N,GasA,1022,0
2441,56.0,3153,Pave,5,1920,1990,1920.0,TA,967.0,Y,GasA,967,0
2442,60.0,7200,Pave,5,1940,1950,1940.0,TA,808.0,Y,GasA,1072,0
2446,69.30579531442663,10337,Pave,8,1910,1999,1992.0,TA,725.0,N,GasA,1772,0
2447,53.0,9863,Pave,6,1927,1950,1927.0,TA,728.0,Y,GasA,1642,0
2448,35.0,4571,Pave,5,1910,1950,1920.0,TA,616.0,Y,GasA,1232,280
2449,56.0,8398,Pave,6,1910,1990,1979.0,Gd,926.0,Y,GasA,1650,128
2450,60.0,3600,Pave,5,1930,2005,2004.0,TA,687.0,Y,GasA,1358,0
2454,55.0,6854,Pave,5,1925,1994,1969.0,TA,756.0,N,GasA,1060,0
2455,55.0,8674,Pave,5,1950,1950,1950.0,Fa,910.0,Y,GasA,1435,0
2456,50.0,6125,Pave,5,1939,1998,1939.0,TA,728.0,Y,GasA,1274,0
2457,50.0,6000,Pave,6,1939,1950,1939.0,TA,600.0,Y,GasA,1232,0
2458,51.0,6120,Pave,5,1939,1950,1939.0,TA,884.0,Y,GasA,884,0
2459,69.30579531442663,6240,Pave,6,1938,1950,1968.0,TA,861.0,Y,GasA,1409,225
2460,52.0,6240,Pave,5,1939,1952,1939.0,TA,672.0,Y,GasA,1322,0
2461,52.0,6240,Pave,5,1930,1992,1930.0,TA,966.0,Y,GasA,1426,174
2462,51.0,6120,Pave,5,1926,1950,1926.0,TA,756.0,Y,GasA,1281,25
2463,47.0,7755,Pave,6,1918,1995,1950.0,TA,1100.0,Y,GasA,2264,0
2464,60.0,8850,Pave,6,1920,1950,1977.0,TA,768.0,Y,GasA,1376,0
2465,60.0,8550,Pave,5,1926,1950,1965.0,Fa,750.0,Y,GasA,1316,0
2466,69.30579531442663,5700,Pave,7,1929,1990,1979.0,TA,672.0,N,GasA,1344,0
2469,120.0,13200,Pave,6,1963,1963,1963.0,TA,741.0,Y,GasA,2294,0
2470,60.0,9780,Pave,7,1950,2005,1950.0,TA,976.0,Y,GasA,1952,285
2471,60.0,10320,Pave,6,1915,1950,2006.0,TA,1138.0,Y,GasA,2180,0
2472,52.0,4330,Pave,4,1958,1958,1958.0,Fa,808.0,Y,GasA,1315,0
2473,60.0,10320,Pave,4,1910,1950,1910.0,TA,771.0,Y,GasA,1484,14
2475,59.0,4484,Pave,5,1942,1979,1942.0,TA,672.0,N,GasA,1282,0
2476,75.0,11235,Pave,5,1963,1963,1963.0,Gd,925.0,Y,GasA,999,40
2477,75.0,11235,Pave,5,1964,1980,1964.0,Gd,1420.0,Y,GasA,1452,92
2478,62.0,14299,Pave,4,1964,1964,1964.0,TA,1005.0,Y,GasA,1005,0
2479,65.0,14149,Pave,5,1964,2001,1970.0,TA,980.0,Y,GasA,1020,0
2480,69.30579531442663,11677,Pave,5,1966,1966,1966.0,TA,1040.0,Y,GasA,1040,0
2481,70.0,8425,Pave,5,1971,1990,1989.0,Gd,768.0,Y,GasA,868,138
2482,86.0,8665,Pave,5,1968,1968,1968.0,TA,876.0,Y,GasA,897,0
2483,69.30579531442663,8398,Pave,5,1967,1967,1972.0,TA,943.0,Y,GasA,943,132
2484,69.30579531442663,8169,Pave,5,1966,1966,1966.0,TA,912.0,Y,GasA,912,204
2485,81.0,14175,Pave,5,1956,1998,1956.0,TA,1240.0,Y,GasA,1375,0
2486,99.0,16779,Pave,5,1920,1996,1946.0,Gd,671.0,Y,GasA,2654,128
2487,70.0,6960,Pave,7,1940,1998,1940.0,TA,680.0,Y,GasA,1302,0
2488,91.0,11375,Pave,6,1954,1995,1954.0,TA,967.0,Y,GasA,1299,81
2489,85.0,13770,Pave,5,1958,1998,1958.0,TA,1158.0,Y,GasA,1176,0
2491,69.30579531442663,11075,Pave,6,1984,1984,1984.0,Gd,1190.0,Y,GasA,1522,0
2492,69.30579531442663,17541,Pave,5,1948,2005,1996.0,TA,409.0,Y,GasA,1325,0
2493,69.30579531442663,22692,Pave,5,1953,1953,1953.0,TA,1073.0,Y,GasA,1630,0
2494,84.0,17808,Pave,4,1946,1950,1946.0,TA,484.0,N,GasA,1242,0
2495,102.0,12671,Pave,6,1954,1994,1954.0,Gd,1288.0,Y,GasA,2422,0
2496,70.0,10512,Pave,6,1954,1954,1954.0,TA,988.0,Y,GasA,1626,366
2497,60.0,5400,Pave,5,1958,1958,1958.0,TA,864.0,Y,GasA,864,0
2499,39.0,3869,Pave,5,1984,1984,1984.0,TA,1038.0,Y,GasA,1038,0
2500,58.0,9280,Pave,5,1951,1951,1951.0,Fa,1342.0,Y,GasA,1342,0
2501,60.0,11100,Pave,5,1951,1994,1951.0,TA,1080.0,N,GasA,1480,0
2502,50.0,7550,Pave,4,1920,1950,1920.0,TA,951.0,N,GasW,1362,0
2503,104.0,23920,Pave,6,1984,1984,1984.0,TA,1105.0,Y,GasA,1822,0
2504,75.0,9317,Pave,7,1994,2001,1994.0,Gd,779.0,Y,GasA,1958,202
2505,71.0,9178,Pave,8,2007,2007,2007.0,Gd,1643.0,Y,GasA,1651,204
2507,66.0,10235,Pave,8,2007,2007,2007.0,Gd,1643.0,Y,GasA,1651,192
2508,75.0,11750,Pave,7,2005,2006,2005.0,Gd,1546.0,Y,GasA,1546,144
2509,73.0,8760,Pave,8,2006,2006,2005.0,Gd,1489.0,Y,GasA,1500,144
2510,64.0,7242,Pave,7,2005,2006,2005.0,Gd,1270.0,Y,GasA,1270,0
2511,78.0,9316,Pave,7,2005,2006,2005.0,Gd,879.0,Y,GasA,1795,164
2512,69.30579531442663,8883,Pave,7,1988,1988,1988.0,Gd,929.0,Y,GasA,1873,108
2514,69.30579531442663,14217,Pave,5,1994,1994,1995.0,Gd,1022.0,Y,GasA,1022,0
2515,57.0,10021,Pave,6,1997,2006,1997.0,Gd,635.0,Y,GasA,1308,142
2516,60.0,8428,Pave,5,1994,1994,1995.0,Gd,990.0,Y,GasA,990,256
2517,70.0,16561,Pave,5,1996,1996,1996.0,Gd,1097.0,Y,GasA,1097,306
2518,47.0,10820,Pave,7,1999,1999,1999.0,Gd,988.0,Y,GasA,1873,202
2519,43.0,12352,Pave,7,1998,1999,1998.0,Gd,853.0,Y,GasA,1753,0
2520,68.0,9543,Pave,7,2001,2001,2001.0,Gd,845.0,Y,GasA,1690,0
2521,69.30579531442663,8826,Pave,7,2000,2000,2000.0,Gd,985.0,Y,GasA,1842,193
2522,97.0,11800,Pave,5,1974,1974,1974.0,Gd,864.0,Y,GasA,894,0
2523,59.0,8660,Pave,5,1976,1976,1979.0,Gd,1015.0,Y,GasA,1025,127
2524,72.0,9720,Pave,5,1977,1977,1977.0,TA,995.0,Y,GasA,1009,0
2525,45.0,8982,Pave,5,1977,1977,1977.0,Gd,1040.0,Y,GasA,1040,0
2526,39.0,16300,Pave,5,1977,1977,1977.0,Gd,876.0,Y,GasA,907,0
2527,75.0,9675,Pave,5,1975,1975,1975.0,TA,864.0,Y,GasA,879,0
2528,60.0,7200,Pave,5,1972,2000,1977.0,TA,864.0,Y,GasA,864,155
2529,60.0,7200,Pave,4,1972,2006,1975.0,TA,385.0,Y,GasA,875,352
2530,69.30579531442663,11354,Pave,7,2000,2000,2000.0,TA,1673.0,Y,GasA,1673,306
2531,70.0,8749,Pave,7,2003,2003,2003.0,Gd,979.0,Y,GasA,1932,0
2532,65.0,8158,Pave,7,2002,2002,2002.0,Gd,860.0,Y,GasA,1729,386
2533,73.0,11927,Pave,8,1994,1995,1994.0,Gd,1556.0,Y,GasA,1592,120
2534,69.30579531442663,12728,Pave,8,2001,2001,2001.0,Gd,1531.0,Y,GasA,2439,184
2535,69.30579531442663,15295,Pave,7,1996,2002,1996.0,Gd,860.0,Y,GasA,1992,225
2536,73.0,17227,Pave,8,1999,2000,1999.0,Gd,1341.0,Y,GasA,1341,240
2537,70.0,8145,Pave,7,2007,2007,2007.0,Gd,738.0,Y,GasA,1476,0
2538,65.0,8769,Pave,7,2005,2005,2005.0,Gd,1169.0,Y,GasA,1190,100
2539,64.0,8334,Pave,6,2006,2007,2006.0,Gd,1330.0,Y,GasA,1330,0
2540,64.0,8333,Pave,7,2006,2006,2006.0,Gd,738.0,Y,GasA,1491,100
2541,64.0,9045,Pave,5,2005,2005,2005.0,Gd,768.0,Y,GasA,1536,0
2542,75.0,9825,Pave,5,1967,1967,1967.0,Gd,936.0,Y,GasA,936,405
2543,67.0,8308,Pave,4,1963,1963,2002.0,TA,1088.0,Y,GasA,1088,0
2544,74.0,16287,Pave,5,1925,1950,1975.0,TA,901.0,Y,GasA,1351,0
2545,80.0,8240,Pave,6,1960,1960,1960.0,TA,1179.0,Y,GasA,1179,0
2546,65.0,6285,Pave,6,1976,1976,1976.0,TA,960.0,Y,GasA,1044,228
2548,60.0,7023,Pave,5,2005,2006,2005.0,Gd,734.0,Y,GasA,1408,0
2550,35.0,3675,Pave,6,2005,2005,2005.0,Gd,547.0,Y,GasA,1072,0
2551,64.0,6400,Pave,5,1959,2000,1959.0,TA,960.0,Y,GasA,960,144
2553,52.0,8741,Pave,5,1946,1950,1978.1134057971014,TA,1195.0,N,GasA,1195,118
2554,62.0,10042,Pave,6,1920,1995,1920.0,TA,660.0,Y,GasA,865,0
2555,60.0,8172,Pave,4,1955,1955,1959.0,TA,768.0,Y,GasA,768,0
2556,60.0,8172,Pave,4,1955,1955,1996.0,TA,864.0,Y,GasA,864,196
2557,60.0,10890,Pave,5,1923,1950,1978.1134057971014,TA,1296.0,N,Grav,2592,0
2558,54.0,7223,Pave,5,1926,1950,1973.0,TA,1290.0,Y,GasA,1422,0
2559,51.0,6821,Pave,6,1921,2005,1994.0,TA,651.0,Y,GasA,1298,216
2560,63.0,4000,Pave,7,1930,1995,1930.0,Gd,531.0,Y,GasA,1098,0
2561,53.0,6720,Pave,6,1921,1950,1992.0,TA,585.0,N,GasA,1436,184
2562,53.0,7155,Pave,6,1926,1991,1926.0,TA,686.0,Y,GasA,1461,0
2563,60.0,7230,Pave,7,1927,1992,1927.0,TA,851.0,Y,GasA,1718,291
2565,110.0,7810,Pave,4,1930,2003,1930.0,TA,930.0,Y,GasA,1755,0
2566,79.0,6221,Pave,5,1941,1950,1966.0,TA,728.0,Y,GasA,1355,0
2567,69.30579531442663,25485,Pave,6,1960,1960,1960.0,TA,1560.0,Y,GasA,1560,0
2568,69.30579531442663,21579,Pave,6,1968,1968,1968.0,Gd,1488.0,Y,GasA,1488,0
2569,24.0,1782,Pave,6,1980,1980,1980.0,Gd,516.0,Y,GasA,1045,180
2570,69.30579531442663,17871,Pave,4,1995,1996,1996.0,Gd,1680.0,Y,GasA,1680,152
2571,35.0,3907,Pave,8,1988,1988,1988.0,Gd,1004.0,Y,GasA,1020,135
2572,69.30579531442663,20693,Pave,7,1971,1971,1971.0,Gd,1696.0,Y,GasA,1696,0
2574,50.0,7000,Pave,6,1940,1950,1965.0,TA,720.0,Y,GasA,1215,0
2575,50.0,7288,Pave,5,1925,2003,1978.1134057971014,TA,936.0,Y,GasA,1601,0
2576,50.0,9060,Pave,5,1923,1999,1978.1134057971014,Gd,859.0,Y,GasA,1828,174
2577,46.0,3672,Pave,5,1922,1950,1922.0,TA,816.0,Y,GasA,816,0
2580,65.0,6565,Pave,4,1957,1980,1985.0,TA,1073.0,Y,GasA,1073,0
2581,60.0,6060,Pave,5,1930,2007,1930.0,TA,837.0,Y,GasA,1001,154
2582,59.0,5568,Pave,8,2006,2007,2006.0,Gd,1573.0,Y,GasA,1625,123
2583,69.30579531442663,12150,Pave,6,1979,1979,1979.0,Gd,1001.0,Y,GasA,1299,84
2584,80.0,10000,Pave,5,2002,2002,2002.0,Gd,1441.0,Y,GasA,1392,168
2585,44.0,12864,Pave,7,2002,2002,2002.0,Gd,1409.0,Y,GasA,1409,0
2586,69.30579531442663,9928,Pave,7,1991,1992,1991.0,Gd,1454.0,Y,GasA,1478,114
2587,69.30579531442663,8750,Pave,7,1975,1975,1975.0,TA,852.0,Y,GasA,918,192
2588,82.0,8410,Pave,6,1974,1974,1974.0,Gd,970.0,Y,GasA,1026,193
2589,46.0,4054,Pave,7,1987,1987,1987.0,Gd,1501.0,Y,GasA,1501,240
2591,67.0,8368,Pave,7,2006,2007,2007.0,Gd,1689.0,Y,GasA,1689,100
2593,42.0,10331,Pave,7,1985,1985,1985.0,Gd,1265.0,Y,GasA,1240,232
2594,69.30579531442663,6718,Pave,8,2001,2001,2001.0,Ex,1267.0,Y,GasA,1312,256
2595,80.0,11305,Pave,8,2002,2002,2002.0,Gd,1922.0,Y,GasA,1922,201
2596,69.30579531442663,7777,Pave,6,1996,1996,1996.0,Ex,1491.0,Y,GasA,1491,0
2597,69.30579531442663,11800,Pave,7,2003,2004,2003.0,Gd,1122.0,Y,GasA,2486,143
2598,85.0,12633,Pave,10,2006,2007,2006.0,Ex,1824.0,Y,GasA,1824,160
2600,62.0,6710,Pave,6,1996,1997,1996.0,Ex,920.0,Y,GasA,936,0
2602,69.30579531442663,1533,Pave,4,1970,1970,1970.0,Gd,530.0,Y,GasA,992,112
2605,72.0,9129,Pave,5,1977,1977,1977.0,Gd,923.0,Y,GasA,1008,201
2608,68.0,8286,Pave,5,1977,1977,1977.0,Gd,716.0,Y,GasA,1432,0
2609,50.0,6723,Pave,5,1971,1971,1978.1134057971014,Gd,796.0,Y,GasA,796,129
2610,124.0,27697,Pave,4,1961,1961,1961.0,TA,1396.0,N,GasA,1608,152
2611,69.30579531442663,11000,Pave,5,1976,2003,1976.0,Gd,1090.0,Y,GasA,1178,0
2612,65.0,11625,Pave,5,1983,1983,1983.0,Gd,816.0,Y,GasA,816,330
2613,62.0,10447,Pave,5,1984,1984,1984.0,TA,864.0,Y,GasA,887,140
2614,69.30579531442663,11027,Pave,6,1954,1954,1954.0,TA,1178.0,Y,GasA,1293,280
2615,85.0,10533,Pave,6,1956,1956,1956.0,TA,1008.0,Y,GasA,1024,0
2616,69.30579531442663,11765,Pave,5,1957,1957,1957.0,TA,1617.0,Y,GasA,1797,0
2617,69.30579531442663,39384,Pave,6,1957,1957,1957.0,Gd,1705.0,Y,GasA,1390,0
2618,90.0,11727,Pave,7,1969,1969,1969.0,TA,1851.0,Y,GasA,1851,0
2619,60.0,8238,Pave,6,1997,1998,1997.0,TA,813.0,Y,GasA,1525,421
2620,69.30579531442663,13041,Pave,6,1995,1995,1995.0,Gd,781.0,Y,GasA,1671,0
2621,54.0,9783,Pave,6,1996,1996,1996.0,Gd,821.0,Y,GasA,1776,286
2622,50.0,13128,Pave,8,2005,2005,2005.0,Gd,1074.0,Y,GasA,2064,0
2623,42.0,13751,Pave,7,2005,2006,2006.0,Gd,1700.0,Y,GasA,2212,237
2625,69.30579531442663,8076,Pave,6,1993,1994,1993.0,Gd,1160.0,Y,GasA,1169,0
2626,30.0,3701,Pave,8,1987,1987,1987.0,Gd,1191.0,Y,GasA,1204,120
2629,63.0,12292,Pave,9,2006,2006,2006.0,Ex,1094.0,Y,GasA,2473,246
2632,60.0,8147,Pave,9,2005,2005,2005.0,Ex,1714.0,Y,GasA,1714,156
2633,90.0,18261,Pave,9,2005,2005,2005.0,Ex,1910.0,Y,GasA,2000,351
2634,69.30579531442663,10464,Pave,6,1980,1980,1980.0,Gd,988.0,Y,GasA,1102,140
2635,81.0,10530,Pave,7,1978,1978,1978.0,TA,945.0,Y,GasA,1857,400
2636,69.30579531442663,9927,Pave,7,1976,1976,1976.0,Ex,1047.0,Y,GasA,1083,444
2637,75.0,9512,Pave,7,2005,2006,2005.0,Gd,960.0,Y,GasA,2318,0
2638,81.0,10530,Pave,6,1975,2000,1975.0,TA,675.0,Y,GasA,1875,48
2639,80.0,10000,Pave,6,1974,1974,1974.0,TA,1103.0,Y,GasA,1103,295
2640,60.0,7200,Pave,4,1971,1971,1995.0,TA,864.0,Y,GasA,874,63
2641,26.0,8773,Pave,6,2002,2002,2002.0,Gd,1487.0,Y,GasA,1419,196
2642,24.0,2760,Pave,6,1973,1973,1973.0,TA,525.0,Y,GasA,1092,0
2643,24.0,2160,Pave,5,1973,1973,1973.0,TA,765.0,Y,GasA,1365,0
2647,53.0,4043,Pave,6,1975,1975,1975.0,Gd,1069.0,Y,GasA,1069,0
2648,65.0,7514,Pave,5,1967,1975,1974.0,TA,943.0,Y,GasA,1387,0
2649,24.0,2280,Pave,7,1976,1976,1976.0,TA,1055.0,Y,GasA,1055,0
2650,24.0,2179,Pave,6,1976,1976,1976.0,Gd,855.0,Y,GasA,1456,0
2651,72.0,16387,Pave,9,2006,2006,2006.0,Ex,1738.0,Y,GasA,2589,0
2652,110.0,16163,Pave,8,2004,2004,2004.0,Gd,1618.0,Y,GasA,1618,0
2653,108.0,12228,Pave,7,2006,2006,2006.0,Ex,1721.0,Y,GasA,1740,0
2654,120.0,14780,Pave,9,2005,2005,2005.0,Ex,1868.0,Y,GasA,1868,354
2655,120.0,13975,Pave,9,2005,2006,2005.0,Gd,1090.0,Y,GasA,2206,148
2656,82.0,9942,Pave,9,2005,2006,2005.0,Ex,1606.0,Y,GasA,2091,194
2657,103.0,12867,Pave,8,2005,2006,2005.0,Ex,1209.0,Y,GasA,2253,243
2658,82.0,10672,Pave,8,2006,2006,2006.0,Ex,1054.0,Y,GasA,2389,176
2659,82.0,11643,Pave,8,2005,2006,2005.0,Ex,1524.0,Y,GasA,2358,120
2660,121.0,13758,Pave,9,2005,2006,2005.0,Ex,1792.0,Y,GasA,1792,204
2661,131.0,14828,Pave,9,2004,2005,2004.0,Ex,1780.0,Y,GasA,1780,144
2662,69.30579531442663,13215,Pave,8,2004,2004,2004.0,Gd,1420.0,Y,GasA,1914,168
2663,48.0,5911,Pave,9,2005,2005,2005.0,Ex,1560.0,Y,GasA,1565,196
2664,61.0,7740,Pave,9,2006,2006,2006.0,Ex,1686.0,Y,GasA,1686,266
2665,48.0,6373,Pave,9,2006,2006,2006.0,Ex,1666.0,Y,GasA,1666,228
2666,65.0,10237,Pave,6,2005,2006,2005.0,Gd,728.0,Y,GasA,1456,0
2667,65.0,10237,Pave,7,2006,2006,2006.0,Gd,738.0,Y,GasA,1492,0
2668,102.0,11660,Pave,6,2006,2006,2006.0,Gd,1326.0,Y,GasA,1326,100
2669,96.0,11631,Pave,8,2004,2005,2004.0,Gd,1052.0,Y,GasA,2373,120
2670,75.0,9073,Pave,7,2006,2006,2006.0,Gd,738.0,Y,GasA,1492,100
